committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700683,23,SB23.728463,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-03 00:00:00,690.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814864,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700683,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700726,23,SB23.728917,1171767,ORG,ORGANIZATION,,VERIZON,NJ,,,,REIMBURSEMENT: MOBILE PHONE EXPENSE [SB23.728704],X,,2017-04-03 00:00:00,116.31,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,BASKING RIDGE,07920,MATERIALS,,2018,SB,4071820171419815119,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700726,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700731,28A,SB28A.728555,1171767,IND,INDIVIDUAL,,"CARRUTHERS, SARA",OH,,,22Y,CONTRIBUTION REFUND,,,2017-04-03 00:00:00,241.57,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,HAMILTON,45013,REFUNDS,,2018,SB,4071820171419815147,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700731,Refunds of Contributions to Individuals/Persons Other Than Political Committees
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700731,28A,SB28A.728458,1171767,IND,INDIVIDUAL,,"KLEIER, CHARLES",SC,,,22Y,CONTRIBUTION REFUND,,,2017-04-03 00:00:00,500.00,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,GREENVILLE,29607,REFUNDS,,2018,SB,4071820171419815151,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700731,Refunds of Contributions to Individuals/Persons Other Than Political Committees
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700732,28A,SB28A.728455,1171767,IND,INDIVIDUAL,,"MINATO, ALAN",CA,,,22Y,CONTRIBUTION REFUND,,,2017-04-03 00:00:00,194.45,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SOUTH PASADENA,91030,REFUNDS,,2018,SB,4071820171419815153,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700732,Refunds of Contributions to Individuals/Persons Other Than Political Committees
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700732,28A,SB28A.728457,1171767,IND,INDIVIDUAL,,"NELSEN, BRENT",KS,,,22Y,CONTRIBUTION REFUND,,,2017-04-03 00:00:00,210.00,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,DERBY,67037,REFUNDS,,2018,SB,4071820171419815155,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700732,Refunds of Contributions to Individuals/Persons Other Than Political Committees
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700732,28A,SB28A.728459,1171767,IND,INDIVIDUAL,,"NOLAN, SHERRY",TX,,,22Y,CONTRIBUTION REFUND,,,2017-04-03 00:00:00,723.50,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,DALLAS,75254,REFUNDS,,2018,SB,4071820171419815157,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700732,Refunds of Contributions to Individuals/Persons Other Than Political Committees
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700592,23,SB23.728464,1171767,ORG,ORGANIZATION,,"ACE SPECIALTIES, LLC",LA,,,,COLLATERAL: TSHIRTS/MUGS/STICKERS/FREIGHT,,,2017-04-04 00:00:00,815.96,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,LAFAYETTE,70598,OTHER,,2018,SB,4071820171419814315,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700592,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700593,23,SB23.728466,1171767,ORG,ORGANIZATION,,ACS SOUND AND LIGHTING,SC,,,,AUDIO VISUAL SERVICES,,,2017-04-04 00:00:00,48023.95,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,WEST COLUMBIA,29169,OTHER,,2018,SB,4071820171419814321,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700593,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700606,23,SB23.728816,1171767,ORG,ORGANIZATION,,AMTRAK,DC,,,,AMEX: TRAVEL: RAIL [SB23.728560],X,,2017-04-04 00:00:00,388.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,WASHINGTON,20002,OTHER,,2018,SB,4071820171419814396,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700606,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700621,23,SB23.728468,1171767,ORG,ORGANIZATION,,CITY OF ST. PETERSBURG,FL,,,,SECURITY SERVICES,,,2017-04-04 00:00:00,646.88,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,ST. PETERSBURG,33731,OTHER,,2018,SB,4071820171419814488,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700621,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700634,23,SB23.728469,1171767,ORG,ORGANIZATION,,GILES-PARSCALE,TX,,,,DIGITAL CONSULTING/ONLINE ADVERTISING,,,2017-04-04 00:00:00,90100.55,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN ANTONIO,78215,OTHER,,2018,SB,4071820171419814566,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700634,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700672,23,SB23.728470,1171767,ORG,ORGANIZATION,,POLITICAL SOCIAL MEDIA LLC,DC,,,,SOFTWARE,,,2017-04-04 00:00:00,1000.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,WASHINGTON,20037,OTHER,,2018,SB,4071820171419814793,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700672,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700674,23,SB23.728471,1171767,ORG,ORGANIZATION,,RED CURVE SOLUTIONS,MA,,,,POSTAGE REIMBURSEMENT,,,2017-04-04 00:00:00,422.44,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,BEVERLY,01915,ADMINISTRATIVE,,2018,SB,4071820171419814807,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700674,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700684,23,SB23.728472,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-04 00:00:00,345.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814866,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700684,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700641,23,SB23.728547,1171767,IND,INDIVIDUAL,,"HAHN, MICHAEL",NY,,,,PAYROLL,,,2017-04-05 00:00:00,285.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,NEW YORK,10022,OTHER,,2018,SB,4071820171419814608,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700641,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700646,23,SB23.728548,1171767,IND,INDIVIDUAL,,"HERSHBERGER, ALEC",NY,,,,PAYROLL,,,2017-04-05 00:00:00,645.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,NEW YORK,10022,OTHER,,2018,SB,4071820171419814641,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700646,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700651,23,SB23.728473,1171767,ORG,ORGANIZATION,,INSPERITY,TX,,,,PAYROLL TAXES,,,2017-04-05 00:00:00,278.57,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,KINGWOOD,77339,OTHER,,2018,SB,4071820171419814669,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700651,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700684,23,SB23.728474,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-05 00:00:00,30.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814868,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700684,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700713,23,SB23.728853,1171767,ORG,ORGANIZATION,,TRUMP INTERNATIONAL HOTEL,DC,,,,AMEX: TRAVEL: LODGING [SB23.728560],X,,2017-04-05 00:00:00,566.78,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,WASHINGTON,20004,TRAVEL,,2018,SB,4071820171419815041,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700713,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700713,23,SB23.728892,1171767,ORG,ORGANIZATION,,TRUMP INTERNATIONAL HOTEL,DC,,,,AMEX: TRAVEL: LODGING [SB23.728561],X,,2017-04-05 00:00:00,1133.56,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,WASHINGTON,20004,TRAVEL,,2018,SB,4071820171419815043,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700713,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700684,23,SB23.728475,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-06 00:00:00,60.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814870,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700684,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700685,23,SB23.728476,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-07 00:00:00,105.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814872,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700685,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700713,23,SB23.728886,1171767,ORG,ORGANIZATION,,TRUMP INTERNATIONAL HOTEL,DC,,,,AMEX: TRAVEL: LODGING [SB23.728561],X,,2017-04-07 00:00:00,238.55,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,WASHINGTON,20004,TRAVEL,,2018,SB,4071820171419815045,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700713,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700714,23,SB23.728852,1171767,ORG,ORGANIZATION,,TRUMP INTERNATIONAL HOTEL,DC,,,,AMEX: TRAVEL: LODGING [SB23.728560],X,,2017-04-08 00:00:00,204.60,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,WASHINGTON,20004,TRAVEL,,2018,SB,4071820171419815047,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700714,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700592,23,SB23.728477,1171767,ORG,ORGANIZATION,,"ACE SPECIALTIES, LLC",LA,,,,COLLATERAL: TSHIRTS/MUGS/STICKERS/FREIGHT,,,2017-04-10 00:00:00,38052.52,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,LAFAYETTE,70598,OTHER,,2018,SB,4071820171419814317,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700592,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700630,23,SB23.728479,1171767,IND,INDIVIDUAL,,"DOLLMAN, SEAN",NY,,,,REIMBURSEMENT: ITEMIZATION BELOW IF REQUIRED,,,2017-04-10 00:00:00,230.99,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,NEW YORK,10022,OTHER,,2018,SB,4071820171419814540,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700630,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700674,23,SB23.728478,1171767,ORG,ORGANIZATION,,RED CURVE SOLUTIONS,MA,,,,DATA MANAGEMENT SERVICES,,,2017-04-10 00:00:00,8899.05,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,BEVERLY,01915,OTHER,,2018,SB,4071820171419814809,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700674,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700685,23,SB23.728480,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-10 00:00:00,165.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814874,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700685,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700685,23,SB23.728481,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-10 00:00:00,195.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814876,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700685,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700686,23,SB23.728482,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-10 00:00:00,480.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814878,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700686,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700705,23,SB23.728484,1171767,ORG,ORGANIZATION,,THE EVENT CENTER AT FRICANO PLACE,MI,,,,CATERING SERVICES,,,2017-04-10 00:00:00,794.00,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,MUSKEGON,49441,FUNDRAISING,,2018,SB,4071820171419814996,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700705,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700714,23,SB23.728888,1171767,ORG,ORGANIZATION,,TRUMP INTERNATIONAL HOTEL,DC,,,,AMEX: TRAVEL: LODGING [SB23.728561],X,,2017-04-10 00:00:00,452.28,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,WASHINGTON,20004,TRAVEL,,2018,SB,4071820171419815049,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700714,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700608,23,SB23.728485,1171767,ORG,ORGANIZATION,,ARROW SECURITY,IL,,,,SECURITY SERVICES,,,2017-04-11 00:00:00,1689.50,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,CHICAGO,60675,OTHER,,2018,SB,4071820171419814410,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700608,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700610,23,SB23.728487,1171767,IND,INDIVIDUAL,,"BANGERTER, LAYNE R",ID,,,,REIMBURSEMENT: ITEMIZATION BELOW IF REQUIRED,,,2017-04-11 00:00:00,4597.75,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,MELBA,83641,OTHER,,2018,SB,4071820171419814422,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700610,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700655,23,SB23.728908,1171767,ORG,ORGANIZATION,,JACKSON JET CENTER,ID,,,,REIMBURSEMENT: TRAVEL: AIR [SB23.728487],X,,2017-04-11 00:00:00,4597.75,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,BOISE,83705,OTHER,,2018,SB,4071820171419814695,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700655,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700727,23,SB23.728488,1171767,ORG,ORGANIZATION,,VIP PROMPTING CORPORATION,NY,,,,EVENT STAGING EXPENSE,,,2017-04-11 00:00:00,1385.39,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,ORANGEBURG,10962,MATERIALS,,2018,SB,4071820171419815125,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700727,Operating Expenditures
