State,raceYear,AreaNumber,RepVotes,RepStatus,DemVotes,DemStatus,Dem Vote %,Winner
Alabama,1994,1,"103,431",Incumbent,"50,227",Challenger,0.326875268,R
Alabama,1994,2,"124,465",Incumbent,"44,694",Challenger,0.264212959,R
Alabama,1994,3,"53,757",Challenger,"93,924",Incumbent,0.635992443,D
Alabama,1994,4,0,0,"119,436",Incumbent,1,D
Alabama,1994,5,"86,923",Challenger,"88,693",Incumbent,0.505039404,D
Alabama,1994,6,"155,047",Incumbent,"41,030",Challenger,0.209254528,R
Alabama,1994,7,"34,814",Challenger,"116,150",Incumbent,0.769388728,D
Alabama,1996,1,"132,206",Incumbent,"69,470",Challenger,0.344463397,R
Alabama,1996,2,"132,563",Incumbent,"74,317",Challenger,0.359227572,R
Alabama,1996,3,"98,353",Challenger,"92,325",Challenger,0.484193247,R
Alabama,1996,4,"102,741",Challenger,"99,250",Challenger,0.491358526,R
Alabama,1996,5,"86,727",Challenger,"114,442",Incumbent,0.568884868,D
Alabama,1996,6,"180,781",Incumbent,"69,592",Challenger,0.277953294,R
Alabama,1996,7,"52,142",Challenger,"136,651",Incumbent,0.723813913,D
Alabama,1998,1,"112,872",Incumbent,0,0,0,R
Alabama,1998,2,"131,428",Incumbent,"58,136",Challenger,0.306682703,R
Alabama,1998,3,"101,731",Incumbent,"73,357",Challenger,0.418972174,R
Alabama,1998,4,"106,297",Incumbent,"82,065",Challenger,0.435677047,R
Alabama,1998,5,"58,536",Challenger,"134,819",Incumbent,0.697261514,D
Alabama,1998,6,"154,761",Incumbent,"60,657",Challenger,0.281578141,R
Alabama,1998,7,0,0,"136,431",Incumbent,1,D
Alabama,2000,1,"151,188",Incumbent,0,0,0,R
Alabama,2000,2,"151,830",Incumbent,"64,958",Challenger,0.299638356,R
Alabama,2000,3,"147,317",Incumbent,0,0,0,R
Alabama,2000,4,"140,009",Incumbent,"86,400",Challenger,0.381610272,R
Alabama,2000,5,0,0,"186,059",Incumbent,1,D
Alabama,2000,6,"212,751",Incumbent,0,0,0,R
Alabama,2000,7,"46,134",Challenger,"148,243",Incumbent,0.762657104,D
Alabama,2002,1,108102,Challenger,67507,Challenger,0.384416516,R
Alabama,2002,2,129233,Incumbent,55495,Challenger,0.300414664,R
Alabama,2002,3,91169,Challenger,87351,Challenger,0.48930652,R
Alabama,2002,4,139705,Incumbent,0,0,0,R
Alabama,2002,5,48226,Challenger,143029,Challenger,0.747844501,D
Alabama,2002,6,178171,Incumbent,0,0,0,R
Alabama,2002,7,0,0,153735,Challenger,1,D
Alabama,2004,1,161067,Incumbent,93938,Challenger,0.368377091,R
Alabama,2004,2,177086,Incumbent,70562,Challenger,0.284928608,R
Alabama,2004,3,150411,Incumbent,95240,Challenger,0.387704508,R
Alabama,2004,4,191110,Incumbent,64278,Challenger,0.251687628,R
Alabama,2004,5,74145,Challenger,200999,Incumbent,0.730522926,D
Alabama,2004,6,264819,Incumbent,0,0,0,R
Alabama,2004,7,61019,Challenger,183408,Incumbent,0.750359003,D
Alabama,2006,1,112944,Incumbent,52770,Challenger,0.318440204,R
Alabama,2006,2,124302,Incumbent,54450,Challenger,0.304611976,R
Alabama,2006,3,98257,Incumbent,63559,Challenger,0.392785633,R
Alabama,2006,4,128484,Incumbent,54382,Challenger,0.297387158,R
Alabama,2006,5,0,0,143015,Incumbent,1,D
Alabama,2006,6,163514,Incumbent,0,0,0,R
Alabama,2006,7,0,0,133870,Incumbent,1,D
Alabama,2008,1,210660,Incumbent,0,0,0,R
Alabama,2008,2,142578,Challenger,144368,Challenger,0.503119054,D
Alabama,2008,3,142708,Incumbent,121080,Challenger,0.459004959,R
Alabama,2008,4,196741,Incumbent,66077,Challenger,0.251417331,R
Alabama,2008,5,147314,Challenger,158324,Challenger,0.518011504,D
Alabama,2008,6,280902,Incumbent,0,0,0,R
Alabama,2008,7,0,0,228518,Incumbent,1,D
Alabama,2010,1,129063,Incumbent,0,0,0,R
Alabama,2010,2,111645,Challenger,106865,Incumbent,0.489062285,R
Alabama,2010,3,117736,Incumbent,80204,Challenger,0.405193493,R
Alabama,2010,4,167714,Incumbent,0,0,0,R
Alabama,2010,5,131109,Challenger,95192,Challenger,0.420643303,R
Alabama,2010,6,205288,Incumbent,0,0,0,R
Alabama,2010,7,51890,Challenger,136696,Challenger,0.724847019,D
Alabama,2012,1,196374,Incumbent,0,0,0,R
Alabama,2012,2,180591,Incumbent,103092,Challenger,0.363405632,R
Alabama,2012,3,175306,Incumbent,98141,Challenger,0.358903188,R
Alabama,2012,4,199071,Incumbent,69706,Challenger,0.259345108,R
Alabama,2012,5,189185,Incumbent,101772,Challenger,0.349783645,R
Alabama,2012,6,219262,Incumbent,88267,Challenger,0.287020086,R
Alabama,2012,7,73835,Challenger,232520,Incumbent,0.758988755,D
Alabama,2014,1,103758,Incumbent,48278,Challenger,0.317543213,R
Alabama,2014,2,113103,Incumbent,54692,Challenger,0.32594535,R
Alabama,2014,3,103558,Incumbent,52816,Challenger,0.337754358,R
Alabama,2014,4,132831,Incumbent,0,0,0,R
Alabama,2014,5,115338,Incumbent,0,0,0,R
Alabama,2014,6,135945,Challenger,42291,Challenger,0.237275298,R
Alabama,2014,7,0,0,133687,Incumbent,1,D
Alaska,1972,1,"41,750",Challenger,"53,651",Incumbent,0.56237356,D
Alaska,1974,1,"51,641",Incumbent,"44,280",Challenger,0.461629883,R
Alaska,1976,1,"83,722",Incumbent,"34,194",Challenger,0.289986092,R
Alaska,1978,1,"68,811",Incumbent,"55,176",Challenger,0.445014397,R
Alaska,1980,1,"114,089",Incumbent,"39,922",Challenger,0.259215251,R
Alaska,1982,1,128274,Incumbent,52011,Challenger,0.288493219,R
Alaska,1984,1,113582,Incumbent,86052,Challenger,0.431048819,R
Alaska,1986,1,101799,Incumbent,74053,Challenger,0.421109797,R
Alaska,1988,1,120595,Incumbent,71881,Challenger,0.373454353,R
Alaska,1990,1,99003,Incumbent,91677,Challenger,0.480789805,R
Alaska,1992,1,"111,849",Incumbent,"102,378",Challenger,0.477894943,R
Alaska,1994,1,"118,537",Incumbent,"68,172",Challenger,0.365124338,R
Alaska,1996,1,"138,834",Incumbent,"85,114",Challenger,0.380061443,R
Alaska,1998,1,"139,676",Incumbent,"77,232",Challenger,0.35605879,R
Alaska,2000,1,"190,862",Incumbent,"45,372",Challenger,0.192063801,R
Alaska,2002,1,169685,Incumbent,39357,Challenger,0.18827317,R
Alaska,2004,1,213216,Incumbent,67074,Challenger,0.239302151,R
Alaska,2006,1,132743,Incumbent,93879,Challenger,0.414253691,R
Alaska,2008,1,158939,Incumbent,142560,Challenger,0.472837389,R
Alaska,2010,1,175384,Incumbent,77606,Challenger,0.306755208,R
Alaska,2012,1,185296,Incumbent,82927,Challenger,0.309171846,R
Alaska,2014,1,142572,Incumbent,114602,Challenger,0.445620475,R
Arizona,1972,1,"80,453",Incumbent,"59,900",Challenger,0.426781045,R
Arizona,1972,2,"56,188",Challenger,"97,616",Incumbent,0.634677902,D
Arizona,1972,3,"90,710",Incumbent,"53,220",Challenger,0.369763079,R
Arizona,1972,4,"82,511",Challenger,"73,309",Challenger,0.47047234,R
Arizona,1974,1,"63,847",Incumbent,"52,897",Challenger,0.453102515,R
Arizona,1974,2,"51,886",Challenger,"84,491",Incumbent,0.619539952,D
Arizona,1974,3,"71,497",Incumbent,"68,424",Challenger,0.489018803,R
Arizona,1974,4,"78,887",Incumbent,"63,677",Challenger,0.446655537,R
Arizona,1976,1,"96,397",Incumbent,"68,404",Challenger,0.415070297,R
Arizona,1976,2,"71,765",Challenger,"106,054",Incumbent,0.596415456,D
Arizona,1976,3,"79,162",Challenger,"88,854",Challenger,0.528842491,D
Arizona,1976,4,"93,154",Challenger,"92,435",Challenger,0.498062924,R
Arizona,1978,1,"81,108",Challenger,"33,178",Challenger,0.290306774,R
Arizona,1978,2,"58,697",Challenger,"67,878",Incumbent,0.536267035,D
Arizona,1978,3,0,0,"111,850",Incumbent,1,D
Arizona,1978,4,"90,768",Incumbent,"48,661",Challenger,0.349002001,R
Arizona,1980,1,"136,961",Incumbent,"40,045",Challenger,0.226235269,R
Arizona,1980,2,"88,653",Challenger,"127,736",Incumbent,0.590307271,D
Arizona,1980,3,"65,845",Challenger,"141,448",Incumbent,0.682357822,D
Arizona,1980,4,"142,565",Incumbent,"85,046",Challenger,0.373646265,R
Arizona,1982,1,89116,Challenger,41261,Challenger,0.316474532,R
Arizona,1982,2,28407,Challenger,73468,Incumbent,0.721158282,D
Arizona,1982,3,101198,Incumbent,58644,Challenger,0.366887301,R
Arizona,1982,4,95620,Incumbent,44182,Challenger,0.316032675,R
Arizona,1982,5,80531,Challenger,82938,Challenger,0.507362252,D
Arizona,1984,1,162418,Incumbent,45609,Challenger,0.219245579,R
Arizona,1984,2,0,0,106332,Incumbent,1,D
Arizona,1984,3,156686,Incumbent,57748,Challenger,0.269304308,R
Arizona,1984,4,167558,Incumbent,0,0,0,R
Arizona,1984,5,116075,Challenger,109871,Incumbent,0.486271056,R
Arizona,1986,1,127370,Challenger,51163,Challenger,0.286574471,R
Arizona,1986,2,24522,Challenger,77239,Incumbent,0.759023595,D
Arizona,1986,3,146462,Incumbent,0,0,0,R
Arizona,1986,4,121939,Challenger,66894,Challenger,0.354249522,R
Arizona,1986,5,119647,Incumbent,64848,Challenger,0.3514892,R
Arizona,1988,1,184639,Incumbent,71388,Challenger,0.278829967,R
Arizona,1988,2,36309,Challenger,99895,Incumbent,0.733421926,D
Arizona,1988,3,174453,Incumbent,72417,Challenger,0.293340625,R
Arizona,1988,4,206248,Incumbent,0,0,0,R
Arizona,1988,5,164462,Incumbent,78115,Challenger,0.322021461,R
Arizona,1990,1,166223,Incumbent,0,0,0,R
Arizona,1990,2,39586,Challenger,76549,Incumbent,0.659138072,D
Arizona,1990,3,134279,Incumbent,103018,Challenger,0.434131068,R
Arizona,1990,4,141843,Incumbent,89395,Challenger,0.386593034,R
Arizona,1990,5,138975,Incumbent,75642,Challenger,0.352451111,R
Arizona,1992,1,"113,613",Incumbent,"130,715",Challenger,0.534998035,D
Arizona,1992,2,"41,257",Challenger,"90,693",Challenger,0.687328534,D
Arizona,1992,3,"158,906",Incumbent,"88,830",Challenger,0.358567184,R
Arizona,1992,4,"156,330",Incumbent,"70,572",Challenger,0.311024143,R
Arizona,1992,5,"172,867",Incumbent,"77,256",Challenger,0.308872035,R
Arizona,1992,6,"97,074",Challenger,"124,251",Challenger,0.561396137,D
Arizona,1994,1,"101,350",Challenger,"70,627",Challenger,0.410677009,R
Arizona,1994,2,"32,797",Challenger,"62,589",Incumbent,0.656165475,D
Arizona,1994,3,"145,396",Incumbent,"61,939",Challenger,0.298738756,R
Arizona,1994,4,"116,714",Challenger,"69,760",Challenger,0.374100411,R
Arizona,1994,5,"149,514",Incumbent,"63,436",Challenger,0.297891524,R
Arizona,1994,6,"107,060",Challenger,"81,321",Incumbent,0.431683662,R
Arizona,1996,1,"135,634",Incumbent,"89,738",Challenger,0.398177236,R
Arizona,1996,2,"38,786",Challenger,"81,982",Incumbent,0.678838765,D
Arizona,1996,3,"175,231",Incumbent,"88,214",Challenger,0.334847881,R
Arizona,1996,4,"150,486",Incumbent,"74,857",Challenger,0.33219137,R
Arizona,1996,5,"179,349",Incumbent,"67,597",Challenger,0.273731909,R
Arizona,1996,6,"121,431",Incumbent,"118,957",Challenger,0.494854152,R
Arizona,1998,1,"98,840",Incumbent,"54,108",Challenger,0.353767293,R
Arizona,1998,2,"23,628",Challenger,"57,178",Incumbent,0.707595971,D
Arizona,1998,3,"137,618",Incumbent,"66,979",Challenger,0.327370392,R
Arizona,1998,4,"102,722",Incumbent,"49,538",Challenger,0.325351373,R
Arizona,1998,5,"103,952",Incumbent,"91,030",Challenger,0.466863608,R
Arizona,1998,6,"106,891",Incumbent,"88,001",Challenger,0.451537262,R
Arizona,2000,1,"123,289",Challenger,"97,455",Challenger,0.441484253,R
Arizona,2000,2,"32,990",Challenger,"84,034",Incumbent,0.718092015,D
Arizona,2000,3,"198,367",Incumbent,"94,676",Challenger,0.323078866,R
Arizona,2000,4,"140,396",Incumbent,"71,803",Challenger,0.33837577,R
Arizona,2000,5,"172,986",Incumbent,"101,564",Challenger,0.369928975,R
Arizona,2000,6,"186,687",Incumbent,"108,317",Challenger,0.367171293,R
Arizona,2002,1,85967,Challenger,79730,Challenger,0.481179502,R
Arizona,2002,2,100359,Challenger,61217,Challenger,0.378874338,R
Arizona,2002,3,104847,Incumbent,47173,Challenger,0.310307854,R
Arizona,2002,4,18381,Challenger,44517,Incumbent,0.707764953,D
Arizona,2002,5,103870,Incumbent,61559,Challenger,0.372117343,R
Arizona,2002,6,103094,Incumbent,49355,Challenger,0.323747614,R
Arizona,2002,7,38474,Challenger,61256,Challenger,0.61421839,D
Arizona,2002,8,126930,Incumbent,67328,Challenger,0.346590617,R
Arizona,2004,1,148315,Incumbent,91776,Challenger,0.382255062,R
Arizona,2004,2,165260,Incumbent,107406,Challenger,0.393910499,R
Arizona,2004,3,181012,Incumbent,0,0,0,R
Arizona,2004,4,28238,Challenger,77150,Incumbent,0.732056781,D
Arizona,2004,5,159455,Incumbent,102363,Challenger,0.390970063,R
Arizona,2004,6,202882,Incumbent,0,0,0,R
Arizona,2004,7,59066,Challenger,108868,Incumbent,0.64827849,D
Arizona,2004,8,183363,Incumbent,109963,Challenger,0.374883236,R
Arizona,2006,1,105646,Incumbent,88691,Challenger,0.456377324,R
Arizona,2006,2,135150,Incumbent,89671,Challenger,0.398855089,R
Arizona,2006,3,112519,Incumbent,72586,Challenger,0.392134194,R
Arizona,2006,4,18627,Challenger,56464,Incumbent,0.751940978,D
Arizona,2006,5,93815,Incumbent,101838,Challenger,0.520503136,D
Arizona,2006,6,152201,Incumbent,0,0,0,R
Arizona,2006,7,46498,Challenger,80354,Incumbent,0.633446851,D
Arizona,2006,8,106790,Challenger,137655,Challenger,0.563132811,D
Arizona,2008,1,109924,Challenger,155791,Challenger,0.586308639,D
Arizona,2008,2,200914,Incumbent,125611,Challenger,0.384690299,R
Arizona,2008,3,148800,Incumbent,115759,Challenger,0.437554572,R
Arizona,2008,4,26435,Challenger,89721,Incumbent,0.772418127,D
Arizona,2008,5,122165,Challenger,149033,Incumbent,0.549535764,D
Arizona,2008,6,208582,Incumbent,115457,Challenger,0.356305877,R
Arizona,2008,7,64425,Challenger,124304,Incumbent,0.658637517,D
Arizona,2008,8,140553,Challenger,179629,Incumbent,0.561021544,D
Arizona,2010,1,112816,Challenger,99233,Incumbent,0.467972025,R
Arizona,2010,2,173173,Incumbent,82891,Challenger,0.323712041,R
Arizona,2010,3,108689,Challenger,85610,Challenger,0.440609576,R
Arizona,2010,4,25300,Challenger,61524,Incumbent,0.708605915,D
Arizona,2010,5,110374,Challenger,91749,Incumbent,0.453926569,R
Arizona,2010,6,165649,Incumbent,72615,Challenger,0.304766981,R
Arizona,2010,7,70385,Challenger,79935,Incumbent,0.531765567,D
Arizona,2010,8,134124,Challenger,138280,Incumbent,0.507628376,D
Arizona,2012,1,113594,Challenger,122774,Challenger,0.519418872,D
Arizona,2012,2,144884,Challenger,147338,Incumbent,0.504198863,D
Arizona,2012,3,62663,Challenger,98468,Incumbent,0.61110525,D
Arizona,2012,4,162907,Incumbent,69154,Challenger,0.297999233,R
Arizona,2012,5,183470,Challenger,89589,Challenger,0.328093928,R
Arizona,2012,6,179706,Incumbent,97666,Challenger,0.352111965,R
Arizona,2012,7,0,0,104489,Incumbent,1,D
Arizona,2012,8,172809,Incumbent,95635,Challenger,0.356256798,R
Arizona,2012,9,111630,Challenger,121881,Challenger,0.521949715,D
Arizona,2014,1,87723,Challenger,97391,Incumbent,0.526113638,D
Arizona,2014,2,109704,Challenger,109543,Incumbent,0.499632834,R
Arizona,2014,3,46185,Challenger,58192,Incumbent,0.557517461,D
Arizona,2014,4,122560,Incumbent,45179,Challenger,0.26934106,R
Arizona,2014,5,124867,Incumbent,54596,Challenger,0.304218697,R
Arizona,2014,6,129578,Incumbent,70198,Challenger,0.35138355,R
Arizona,2014,7,0,0,54235,Challenger,1,D
Arizona,2014,8,128710,Incumbent,0,0,0,R
Arizona,2014,9,67841,Challenger,88609,Incumbent,0.566372643,D
Arkansas,1972,1,0,0,Unopposed,Incumbent,1,D
Arkansas,1972,2,0,0,Unopposed,Incumbent,1,D
Arkansas,1972,3,"144,571",Incumbent,"42,481",Challenger,0.22710797,R
Arkansas,1972,4,0,0,Unopposed,Challenger,1,D
Arkansas,1974,1,"10,821",Challenger,"104,247",Incumbent,0.905959954,D
Arkansas,1974,2,"56,038",Challenger,"80,296",Incumbent,0.588965335,D
Arkansas,1974,3,"89,324",Incumbent,"83,030",Challenger,0.481741068,R
Arkansas,1974,4,0,0,Unopposed,Challenger,1,D
Arkansas,1976,1,"52,565",Challenger,"116,217",Incumbent,0.688562761,D
Arkansas,1976,2,"22,819",Challenger,"144,780",Challenger,0.863847636,D
Arkansas,1976,3,Unopposed,Incumbent,0,0,0,R
Arkansas,1976,4,0,0,Unopposed,Challenger,1,D
Arkansas,1978,1,0,0,Unopposed,Incumbent,1,D
Arkansas,1978,2,"65,285",Challenger,"62,140",Challenger,0.487659407,R
Arkansas,1978,3,"130,086",Incumbent,"35,748",Challenger,0.215564963,R
Arkansas,1978,4,0,0,0,Challenger,1,D
Arkansas,1980,1,0,0,Unopposed,Incumbent,1,D
Arkansas,1980,2,"159,148",Incumbent,"42,278",Challenger,0.20989346,R
Arkansas,1980,3,Unopposed,Incumbent,0,0,0,R
Arkansas,1980,4,0,0,Unopposed,Challenger,1,D
Arkansas,1982,1,67427,Challenger,124208,Incumbent,0.648148825,D
Arkansas,1982,2,96775,Incumbent,82913,Challenger,0.461427586,R
Arkansas,1982,3,133909,Incumbent,69089,Challenger,0.340343255,R
Arkansas,1982,4,63661,Challenger,121256,Challenger,0.655732031,D
Arkansas,1984,1,0,0,121047,Incumbent,1,D
Arkansas,1984,2,90841,Challenger,103165,Challenger,0.531761904,D
Arkansas,1984,3,Unopposed,Incumbent,0,0,0,R
Arkansas,1984,4,0,0,117123,Incumbent,1,D
Arkansas,1986,1,58937,Challenger,105782,Incumbent,0.642196711,D
Arkansas,1986,2,41247,Challenger,128822,Incumbent,0.757469027,D
Arkansas,1986,3,145127,Incumbent,36729,Challenger,0.201967491,R
Arkansas,1986,4,22980,Challenger,115339,Incumbent,0.833862304,D
Arkansas,1988,1,0,0,Unopposed,Incumbent,1,D
Arkansas,1988,2,33475,Challenger,168889,Incumbent,0.834580261,D
Arkansas,1988,3,161623,Incumbent,54767,Challenger,0.253093951,R
Arkansas,1988,4,57658,Challenger,129508,Incumbent,0.691941913,D
Arkansas,1990,1,56071,Challenger,101026,Incumbent,0.64308039,D
Arkansas,1990,2,67800,Challenger,103471,Challenger,0.604136135,D
Arkansas,1990,3,129876,Incumbent,54332,Challenger,0.294949188,R
Arkansas,1990,4,42130,Challenger,110365,Incumbent,0.723728647,D
Arkansas,1992,1,"64,618",Challenger,"149,558",Challenger,0.69829486,D
Arkansas,1992,2,"53,978",Challenger,"154,946",Incumbent,0.741638108,D
Arkansas,1992,3,"125,295",Challenger,"117,775",Challenger,0.484531205,R
Arkansas,1992,4,"113,009",Challenger,"102,918",Challenger,0.476633307,R
Arkansas,1994,1,"83,147",Challenger,"95,290",Incumbent,0.534026015,D
Arkansas,1994,2,"72,473",Challenger,"97,580",Incumbent,0.573821103,D
Arkansas,1994,3,"129,800",Incumbent,"61,883",Challenger,0.322840314,R
Arkansas,1994,4,"87,469",Incumbent,"81,370",Challenger,0.481938415,R
Arkansas,1996,1,"88,436",Challenger,"105,280",Challenger,0.543476016,D
Arkansas,1996,2,"104,548",Challenger,"114,841",Challenger,0.523458332,D
Arkansas,1996,3,"137,093",Challenger,"102,994",Challenger,0.428986159,R
Arkansas,1996,4,"125,956",Incumbent,"72,391",Challenger,0.364971489,R
Arkansas,1998,1,0,0,Unopposed,Incumbent,1,D
Arkansas,1998,2,"72,737",Challenger,"100,334",Incumbent,0.579727395,D
Arkansas,1998,3,"154,780",Incumbent,0,0,0,R
Arkansas,1998,4,"92,346",Incumbent,"68,194",Challenger,0.424778871,R
Arkansas,2000,1,"79,437",Challenger,"120,266",Incumbent,0.602224303,D
Arkansas,2000,2,"93,692",Challenger,"126,957",Incumbent,0.575379902,D
Arkansas,2000,3,Unopposed,Incumbent,0,0,0,R
Arkansas,2000,4,"104,017",Incumbent,"108,143",Challenger,0.509723793,D
Arkansas,2002,1,64357,Challenger,129701,Incumbent,0.668362036,D
Arkansas,2002,2,0,0,142752,Incumbent,1,D
Arkansas,2002,3,141478,Incumbent,0,0,0,R
Arkansas,2002,4,77904,Challenger,119633,Incumbent,0.60562325,D
Arkansas,2004,1,81556,Challenger,162388,Incumbent,0.665677369,D
Arkansas,2004,2,115655,Challenger,160834,Incumbent,0.581701261,D
Arkansas,2004,3,160629,Incumbent,103158,Challenger,0.391065519,R
Arkansas,2004,4,0,0,0,Incumbent,1,D
Arkansas,2006,1,56611,Challenger,127577,Incumbent,0.692645558,D
Arkansas,2006,2,81432,Challenger,124871,Incumbent,0.605279613,D
Arkansas,2006,3,125039,Incumbent,75885,Challenger,0.377680118,R
Arkansas,2006,4,43360,Challenger,128236,Incumbent,0.747313457,D
Arkansas,2008,1,0,0,Unopposed,Incumbent,1,D
Arkansas,2008,2,0,0,212303,Incumbent,1,D
Arkansas,2008,3,215196,Incumbent,0,0,0,R
Arkansas,2008,4,0,0,203178,Incumbent,1,D
Arkansas,2010,1,93224,Challenger,78267,Challenger,0.456391298,R
Arkansas,2010,2,122091,Challenger,80687,Challenger,0.397908057,R
Arkansas,2010,3,148581,Challenger,56542,Challenger,0.275649245,R
Arkansas,2010,4,71526,Challenger,102479,Incumbent,0.588942846,D
Arkansas,2012,1,138800,Incumbent,96601,Challenger,0.41036784,R
Arkansas,2012,2,158175,Incumbent,113156,Challenger,0.417040441,R
Arkansas,2012,3,186467,Incumbent,0,0,0,R
Arkansas,2012,4,154149,Challenger,95013,Challenger,0.381330219,R
Arkansas,2014,1,124139,Incumbent,63555,Challenger,0.338609652,R
Arkansas,2014,2,123073,Challenger,103477,Challenger,0.456751269,R
Arkansas,2014,3,151630,Incumbent,0,0,0,R
Arkansas,2014,4,110789,Challenger,87742,Challenger,0.441956168,R
California,1972,1,"141,226",Incumbent,"77,610",Challenger,0.354649144,R
California,1972,2,"62,727",Challenger,"149,590",Incumbent,0.704559691,D
