,State,cycle,AreaNumber,Mean,Stdv
67,AR,1980,2,0.63787498259999997,0.15534452119453243
68,AR,1980,3,0.27258847125000008,0.059042559638031566
69,AR,1980,4,0.72631622375000005,0.076890780626989161
70,AR,1990,1,0.5945052985,0.075484187112205753
71,AR,1990,2,0.59880496799999994,0.08308926293118292
72,AR,1990,3,0.41211922599999995,0.082154465062547519
73,AR,1990,4,0.45160917500000003,0.05733526980573117
74,AR,2000,1,0.62076906524999997,0.11025444388118573
75,AR,2000,2,0.52829631033333335,0.11353328642405761
76,AR,2000,3,0.34813162733333325,0.063127363730155345
77,AR,2000,4,0.64729318433333338,0.087020688216288958
78,AR,2010,1,0.37448874600000004,0.050740701340459105
79,AR,2010,2,0.42021879033333337,0.035051546653463668
80,AR,2010,4,0.4116431935,0.042869019653769797
81,CA,1970,1,0.52838022625000003,0.17271594523493541
82,CA,1970,2,0.4950953354,0.11812548321417322
83,CA,1970,3,0.68239512279999992,0.083603724499881085
84,CA,1970,4,0.60436388625000004,0.090872246711332344
85,CA,1970,5,0.64963633479999994,0.10680072679930488
86,CA,1970,6,0.67882453819999999,0.11390340211224839
87,CA,1970,7,0.6467771308000001,0.078777391175936518
88,CA,1970,8,0.58375826040000001,0.040214197319058557
89,CA,1970,9,0.68524231680000003,0.066179552241596579
90,CA,1970,10,0.64619325260000005,0.16832667878834784
91,CA,1970,11,0.63635514619999989,0.094035066151285332
92,CA,1970,12,0.30113509759999996,0.094165556231360317
93,CA,1970,13,0.54253753559999995,0.16430911764059158
94,CA,1970,14,0.612912436,0.18890615666330887
95,CA,1970,15,0.695912313,0.063870913819162933
96,CA,1970,16,0.6350496886,0.12943347897848032
97,CA,1970,17,0.46440098919999995,0.13571493291683881
98,CA,1970,18,0.37291156719999996,0.07018002191467973
99,CA,1970,19,0.38768326480000004,0.20291396617709048
100,CA,1970,20,0.33099057500000001,0.094805773987722802
101,CA,1970,21,0.67673302199999996,0.12453976773807775
102,CA,1970,22,0.44007582179999999,0.14988702518017633
103,CA,1970,23,0.60517057020000009,0.12904355685874458
104,CA,1970,24,0.59918871560000009,0.16896733335333958
105,CA,1970,25,0.61708760649999994,0.19553604447429496
106,CA,1970,26,0.43046944999999998,0.19765552497358646
107,CA,1970,27,0.43656316640000004,0.060690030558339145
108,CA,1970,28,0.702434381,0.21388106087509656
109,CA,1970,29,0.81795757149999992,0.11195624861769778
110,CA,1970,30,0.7319208880000001,0.021156905492339832
111,CA,1970,31,0.64946556175000003,0.072784363527764587
112,CA,1970,32,0.62284322250000002,0.20020293048547128
113,CA,1970,33,0.37546459500000001,0.096873806360685294
114,CA,1970,34,0.48477922619999997,0.1606054957202554
115,CA,1970,35,0.5581332818000001,0.10992773327545451
116,CA,1970,36,0.5872976216000001,0.087486875585090842
117,CA,1970,37,0.39612170959999993,0.2018077340274875
118,CA,1970,38,0.58665269019999999,0.029272198607206
119,CA,1970,39,0.35589728119999997,0.074302296052452324
120,CA,1970,40,0.32439628279999999,0.061312990494584003
121,CA,1970,41,0.4949376484000001,0.13788594847988406
122,CA,1970,42,0.59294670160000007,0.20042202734048872
123,CA,1970,43,0.31333974380000001,0.10464574850744238
124,CA,1980,1,0.60679811459999988,0.10145964971270852
125,CA,1980,2,0.36932624660000002,0.048640871061307329
126,CA,1980,3,0.7018841956666666,0.063109545131640979
127,CA,1980,4,0.63696213425000003,0.04949565688063004
128,CA,1980,5,0.73690977520000001,0.084427506444850947
129,CA,1980,6,0.67772103040000009,0.080842593772911212
130,CA,1980,7,0.66245710140000003,0.033808077045296314
131,CA,1980,8,0.61392654060000007,0.043445692013734986
132,CA,1980,9,0.6688170094,0.068630989331381939
133,CA,1980,10,0.66217749599999998,0.04362435214568449
134,CA,1980,11,0.69623900699999997,0.06276345409775029
135,CA,1980,12,0.38564670159999997,0.049847814257867738
136,CA,1980,13,0.67013866200000005,0.031183607077112995
137,CA,1980,14,0.34762595679999997,0.095953631354453339
138,CA,1980,15,0.68324929999999995,0.032261561211782377
139,CA,1980,16,0.78645050039999997,0.049112405575332037
140,CA,1980,17,0.3927540242,0.11535565534467124
141,CA,1980,18,0.6733680635,0.046273429899826454
142,CA,1980,19,0.37911566559999998,0.091262408329459033
143,CA,1980,20,0.30510914500000003,0.03832814623578841
144,CA,1980,21,0.29384479299999999,0.045458330228662122
145,CA,1980,22,0.27843624424999996,0.05774248774933885
146,CA,1980,23,0.63913822860000002,0.030176634509763819
147,CA,1980,24,0.70380067450000006,0.044624087698979402
148,CA,1980,25,0.75609800099999991,0.022278047895582402
149,CA,1980,26,0.64293456179999997,0.039380564573235445
150,CA,1980,27,0.62785192080000007,0.047530867980910621
151,CA,1980,28,0.78416361580000005,0.017229579231138492
152,CA,1980,29,0.83718060540000006,0.031004790465889262
153,CA,1980,30,0.59087553139999993,0.046151572174944769
154,CA,1980,31,0.71149042699999998,0.024848125965870757
155,CA,1980,32,0.64510015580000002,0.048071406541702562
156,CA,1980,33,0.29538897199999997,0.032128997321490729
157,CA,1980,34,0.60496224279999988,0.025577077763635495
158,CA,1980,35,0.29567078325000001,0.051486214571655538
159,CA,1980,36,0.55335653220000003,0.018009811244212175
160,CA,1980,37,0.38711470479999999,0.052232586234235392
161,CA,1980,38,0.44643433019999995,0.063922147264421789
162,CA,1980,39,0.2604551544,0.035449715649217894
163,CA,1980,40,0.32631583340000003,0.044459326073902163
164,CA,1980,41,0.3481479374,0.070442960658643389
165,CA,1980,42,0.30337358460000002,0.055966218646305479
166,CA,1980,43,0.26676144975000005,0.037897187347324703
167,CA,1980,44,0.63128254139999984,0.084759276773066689
168,CA,1980,45,0.24827094300000002,0.035599244645950177
169,CA,1990,1,0.56001859679999999,0.10893205539142768
170,CA,1990,2,0.3202895134,0.03312986548003484
171,CA,1990,3,0.50503238380000004,0.063557620366518713
172,CA,1990,4,0.38028136820000003,0.057025738436034562
173,CA,1990,5,0.72400972660000007,0.012419805526385289
174,CA,1990,6,0.66050917180000002,0.036845953370735401
175,CA,1990,7,0.75349203160000011,0.026162679118424174
176,CA,1990,8,0.86541592919999988,0.02648464951652953
177,CA,1990,9,0.81617940099999997,0.06244267643327861
178,CA,1990,10,0.49547014620000002,0.063273784172723141
179,CA,1990,11,0.39927605159999996,0.052220041972472667
180,CA,1990,12,0.74651426579999991,0.04332845569299159
181,CA,1990,13,0.69802649539999995,0.036303422076794184
182,CA,1990,14,0.66253742459999998,0.061422845675119846
183,CA,1990,15,0.51812289299999992,0.13270414695235938
184,CA,1990,16,0.70140697239999994,0.051664523973909242
185,CA,1990,17,0.66008075479999995,0.088351642558122986
186,CA,1990,18,0.67656247899999988,0.0045649098310283796
187,CA,1990,19,0.38506054774999998,0.091697866128411631
188,CA,1990,20,0.58973610339999993,0.042658286815679319
189,CA,1990,21,0.29517623074999999,0.03786409173907087
190,CA,1990,22,0.50506573720000003,0.06391381196846474
191,CA,1990,23,0.38518002339999996,0.05720311605538108
192,CA,1990,24,0.58295692020000001,0.069882645010694744
193,CA,1990,25,0.35248957424999994,0.026087758254770402
194,CA,1990,26,0.67547803299999998,0.01937119693075583
195,CA,1990,27,0.47443568760000004,0.0426742452189557
196,CA,1990,28,0.37861034739999999,0.039655976274537576
197,CA,1990,29,0.74149300460000001,0.039889479793416394
198,CA,1990,30,0.77856745279999995,0.073723275786995141
199,CA,1990,31,0.66992813174999999,0.074945167280398323
200,CA,1990,32,0.86068587600000002,0.030896446934108063
201,CA,1990,33,0.82002168749999993,0.097457104838467534
202,CA,1990,34,0.69398931240000006,0.050562841627222459
203,CA,1990,35,0.85037240324999996,0.048092497320332106
204,CA,1990,36,0.51567227139999994,0.023227030852788287
205,CA,1990,37,0.86006738766666668,0.016952182160984573
206,CA,1990,38,0.45137309419999994,0.040435386533922493
207,CA,1990,39,0.3455065182,0.035112807705984656
208,CA,1990,40,0.31540477725000005,0.017914898513450548
209,CA,1990,41,0.38538093900000003,0.028915946931997442
210,CA,1990,42,0.55197473139999997,0.052226161758540661
211,CA,1990,43,0.43124200425000003,0.044987942519981464
212,CA,1990,44,0.39910062299999999,0.019387715726948931
213,CA,1990,45,0.36210622840000001,0.041877675006059677
214,CA,1990,46,0.51423886680000008,0.097711268486519884
215,CA,1990,47,0.29999759000000004,0.024030654425774844
216,CA,1990,48,0.29045037024999998,0.041122535637645535
217,CA,1990,49,0.49632207540000001,0.038156947359168768
218,CA,1990,50,0.66135847474999998,0.039419028402505697
219,CA,1990,51,0.33175432040000002,0.03540455275112233
220,CA,1990,52,0.35089235024999998,0.058458147666801984
221,CA,2000,1,0.69533120319999997,0.032173775986396244
222,CA,2000,2,0.36502244159999997,0.055606815546478949
223,CA,2000,3,0.40753587819999992,0.055523192205999779
224,CA,2000,4,0.3991765504,0.083621069540134027
225,CA,2000,5,0.750629412,0.019933209799493378
226,CA,2000,6,0.71734016159999991,0.025328871552382788
227,CA,2000,7,0.73522165125000005,0.039455457968310521
228,CA,2000,8,0.86943336520000014,0.01738037272903201
229,CA,2000,9,0.87821592200000009,0.021751866701768888
230,CA,2000,10,0.65168960975000001,0.029884275305446285
231,CA,2000,11,0.47516130880000007,0.077530395859550461
232,CA,2000,12,0.76719531360000004,0.024965381513312668
233,CA,2000,13,0.74944138999999999,0.017094608631776868
234,CA,2000,14,0.72981815960000007,0.021706716101587292
235,CA,2000,15,0.71083046640000003,0.033120660269918306
236,CA,2000,16,0.72651118479999999,0.020821367844459957
237,CA,2000,17,0.7228116121999999,0.033280494522827976
238,CA,2000,18,0.61405133000000001,0.061760868113196532
239,CA,2000,19,0.33682138850000004,0.046031679933442503
240,CA,2000,20,0.61114372599999989,0.1061443771450247
241,CA,2000,21,0.29132490675,0.025064204816985219
242,CA,2000,22,0.26873428249999998,0.034274353103122338
243,CA,2000,23,0.6380233862000001,0.032604470118575604
244,CA,2000,24,0.37536916540000004,0.036786701702480537
245,CA,2000,25,0.37138869779999995,0.036244173698520413
246,CA,2000,26,0.40506374960000002,0.03909074319716898
247,CA,2000,27,0.66891250899999988,0.043619366614634607
248,CA,2000,28,0.76470374649999995,0.020066227047971272
249,CA,2000,29,0.68403042380000001,0.026437355233891194
250,CA,2000,30,0.7038866064999999,0.025593594713187794
251,CA,2000,31,0.81727555000000007,0.018727150423335732
252,CA,2000,32,0.71255011850000005,0.0030218936613991836
253,CA,2000,33,0.86354244066666663,0.011034929064876936
254,CA,2000,34,0.75930278400000006,0.015369960486331
255,CA,2000,35,0.82437433225000001,0.033053647557639024
256,CA,2000,36,0.65385127279999999,0.022274144507141876
257,CA,2000,37,0.76443705599999989,0.021384934059465198
258,CA,2000,38,0.73936416066666677,0.012267980913317676
259,CA,2000,39,0.63909989140000012,0.048806780233390669
260,CA,2000,40,0.32912887100000005,0.027393361902665846
261,CA,2000,41,0.34686363999999997,0.035413227253553684
262,CA,2000,42,0.33879197574999997,0.042859431088301349
263,CA,2000,43,0.66808372859999998,0.019854217399713332
264,CA,2000,44,0.40144868339999995,0.063517800489270179
265,CA,2000,45,0.3857060216,0.05132368310856518
266,CA,2000,46,0.38266104760000003,0.040779108012233833
267,CA,2000,47,0.63385471260000004,0.059600213056588851
268,CA,2000,48,0.361670995,0.050017523199523357
269,CA,2000,49,0.35726347324999996,0.024666196322625109
270,CA,2000,50,0.41002786480000009,0.054744332349002334
271,CA,2000,51,0.65486995539999993,0.065582109843973654
272,CA,2000,52,0.32602424539999997,0.054665697034396152
273,CA,2000,53,0.67429772660000009,0.038274663065215021
274,CA,2010,1,0.40844747800000003,0.018258949087708622
275,CA,2010,2,0.74361554866666657,0.028559503044287535
276,CA,2010,3,0.5543551183333334,0.034738655345700184
277,CA,2010,4,0.38085479950000001,0.011389588834780679
278,CA,2010,5,0.75669816749999996,0.016952085341178019
279,CA,2010,6,0.74389525633333342,0.014844516656358692
280,CA,2010,7,0.51083060866666663,0.0064717038063395824
281,CA,2010,8,0.35047563749999999,0.038104812762206626
282,CA,2010,9,0.55094667333333336,0.025261002397209666
283,CA,2010,10,0.46480811866666666,0.023324873737437388
284,CA,2010,11,0.69686161466666674,0.023897694286188327
285,CA,2010,12,0.8416880605,0.012940771809096746
286,CA,2010,13,0.89631660699999993,0.016304384721999254
287,CA,2010,14,0.78825217666666669,0.020850690098500158
288,CA,2010,15,0.71786060949999997,0.028011813812282595
289,CA,2010,16,0.55391551633333336,0.040481111297073095
290,CA,2010,18,0.69796189033333345,0.017984503093913706
291,CA,2010,19,0.73590104200000006,0.0050109588739259605
292,CA,2010,20,0.72410815750000002,0.023443983201777013
293,CA,2010,21,0.42556171833333334,0.0061218794880017859
294,CA,2010,22,0.32840053566666666,0.050898033632533271
295,CA,2010,23,0.27992735950000003,0.040052693954476824
296,CA,2010,24,0.53481161599999993,0.0158598990525716
297,CA,2010,25,0.46045557850000002,0.011658502957879485
298,CA,2010,26,0.54800969099999997,0.048787904875422852
299,CA,2010,27,0.63585057199999995,0.040458510905581203
300,CA,2010,28,0.77237074249999993,0.010601017695547246
301,CA,2010,30,0.691391953,0.049486107234443952
302,CA,2010,31,0.53900641699999996,0.030644548428228616
303,CA,2010,32,0.62677875049999998,0.042739843972769004
304,CA,2010,33,0.62813544500000007,0.051283668838742462
305,CA,2010,36,0.56392455399999997,0.049423282340315212
306,CA,2010,37,0.85349407999999993,0.015104827565190901
307,CA,2010,38,0.65704410366666666,0.059129128017383757
308,CA,2010,39,0.38812168266666663,0.063775440393087149
309,CA,2010,41,0.60187374999999999,0.042863548173844267
310,CA,2010,42,0.38282051900000003,0.035921885455406664
311,CA,2010,43,0.73520503349999999,0.036256193805665908
312,CA,2010,45,0.39287164466666669,0.038177026126695657
313,CA,2010,46,0.61786756300000001,0.029529098794615245
314,CA,2010,47,0.587567112,0.043090132565533408
315,CA,2010,48,0.38859903766666665,0.029044881459650868
316,CA,2010,49,0.43802337499999999,0.052379926579204469
317,CA,2010,50,0.32552956666666666,0.038801026397053566
318,CA,2010,51,0.71007115166666657,0.020237804862173948
319,CA,2010,52,0.53097998599999996,0.029753769452901056
320,CA,2010,53,0.62425770166666661,0.041760820023606926
321,CO,1970,1,0.57639816339999994,0.046195099196069581
322,CO,1970,2,0.49343797020000002,0.092742223508187546
323,CO,1970,3,0.59108331599999997,0.09281811679517149
324,CO,1970,4,0.41130826100000001,0.077491736900502262
325,CO,1970,5,0.34582298180000004,0.053577461639552813
326,CO,1980,1,0.65350956559999995,0.035871197906598588
327,CO,1980,2,0.58338645220000007,0.053161156731958238
328,CO,1980,3,0.59602319259999992,0.14691348065112581
329,CO,1980,4,0.32227856119999998,0.078077508207432811
330,CO,1980,5,0.29621168499999995,0.072457758022939703
331,CO,1980,6,0.35510215624999997,0.010550664000287665
332,CO,1990,1,0.65610850139999999,0.058635575792764842
333,CO,1990,2,0.5833485558,0.050121624876705559
334,CO,1990,3,0.33756964280000001,0.059989949734538757
335,CO,1990,4,0.37726906225000001,0.067295629146214286
336,CO,1990,5,0.26971326966666664,0.0095438350058157494
337,CO,1990,6,0.38383244699999997,0.060120193638704945
338,CO,2000,1,0.723765608,0.032125517029992827
339,CO,2000,2,0.65336945739999996,0.044094326820245243
340,CO,2000,3,0.51327055279999989,0.12383845845329329
341,CO,2000,4,0.47746293419999997,0.051948694025675812
342,CO,2000,5,0.3265581534,0.06299243440656134
343,CO,2000,6,0.36570776760000001,0.045027261608126153
344,CO,2000,7,0.54020789820000004,0.074165973594333287
345,CO,2010,1,0.70754560533333333,0.01213190289400198
346,CO,2010,2,0.58766035466666666,0.018878919044907863
347,CO,2010,3,0.41382328599999996,0.028848137783995087
348,CO,2010,4,0.34330086433333334,0.038583932975214591
349,CO,2010,5,0.366641987,0.050032242571106972
350,CO,2010,6,0.46592237933333336,0.020104355426797817
351,CO,2010,7,0.56639999066666669,0.01515874002834394
352,CT,1970,1,0.60434237160000004,0.028288317299988843
353,CT,1970,2,0.56613204000000006,0.14048573894455624
354,CT,1970,3,0.56536305080000004,0.075488368184690111
355,CT,1970,4,0.39938897780000004,0.038374888676276676
356,CT,1970,5,0.46651213719999995,0.077719638301544866
357,CT,1970,6,0.60831813300000004,0.031008443974627854
358,CT,1980,1,0.70733557660000002,0.058982185149498788
359,CT,1980,2,0.60301554199999996,0.052629554772239108
360,CT,1980,3,0.58284618880000005,0.090386286543759339
361,CT,1980,4,0.34008662280000002,0.10170146458956635
362,CT,1980,5,0.43531582359999998,0.11954476131733272
363,CT,1980,6,0.35785910059999998,0.080459041444363735
364,CT,1990,1,0.69675471000000011,0.067898291595145613
365,CT,1990,2,0.53372418300000002,0.057336717728241685
366,CT,1990,3,0.69098585639999999,0.042197623075900637
367,CT,1990,4,0.32532788159999998,0.071728634484598236
368,CT,1990,5,0.49373041620000002,0.053135863661029188
369,CT,1990,6,0.36834294299999998,0.0871141197180339
370,CT,2000,1,0.69958684660000003,0.052638377361186164
371,CT,2000,2,0.538782663,0.095147098122823973
372,CT,2000,3,0.73238648159999997,0.057119572613652705
373,CT,2000,4,0.47277587760000001,0.069473169606243987
374,CT,2000,5,0.50838841080000008,0.088731442869862315
375,CT,2010,1,0.66797311533333337,0.042510925848983777
376,CT,2010,2,0.66296301466666663,0.032248402455441139
377,CT,2010,3,0.7021494473333334,0.040183829722267472
378,CT,2010,4,0.578723875,0.035611843560174231
379,CT,2010,5,0.54349358366666667,0.033868290749287808
380,DE,1970,1,0.40940525179999998,0.04368086094477644
381,DE,1980,1,0.62447744279999995,0.063831281191956454
382,DE,1990,1,0.3254475362,0.064283405884293737
383,DE,2000,1,0.38779500140000001,0.12121994969563701
384,DE,2010,1,0.61695373833333333,0.041397197817509376
385,FL,1970,1,0.622358352,0.01451178276466401
386,FL,1970,2,0.76172164100000006,0.078882023881036351
387,FL,1970,3,0.79532430450000002,0.035351867872138523
388,FL,1970,4,0.65746706475000005,0.072337907307412505
389,FL,1970,5,0.47122327580000001,0.054902415518036943
390,FL,1970,6,0.26070362899999999,0.059801492703565821
391,FL,1970,7,0.68480510333333333,0.030587775923640724
392,FL,1970,8,0.60909461850000013,0.067740740796495932
393,FL,1970,9,0.44279084874999997,0.2526745590170707
394,FL,1970,10,0.297594211,0.075420782534768832
395,FL,1970,11,0.58321828566666667,0.026556442545168143
396,FL,1970,12,0.4788424194,0.088653671915739238
397,FL,1970,13,0.71624626100000011,0.088166081164224447
398,FL,1970,14,0.69529501399999993,0.046173539390757731
399,FL,1970,15,0.67465774720000005,0.067172071719424867
400,FL,1980,1,0.64323242174999995,0.092207608882988387
401,FL,1980,2,0.593228537,0.033799350587326374
402,FL,1980,3,0.7836631745,0.080829788400687649
403,FL,1980,4,0.56409872000000005,0.11191806581123277
404,FL,1980,5,0.40660825600000006,0.0078156455956006881
405,FL,1980,6,0.54708147774999993,0.13463490616089993
406,FL,1980,7,0.66870952933333339,0.077199120219038922
407,FL,1980,8,0.23365811949999998,0.051266517963764739
408,FL,1980,9,0.35329758449999998,0.12344088001966869
409,FL,1980,10,0.31147498766666665,0.061176142294301163
410,FL,1980,11,0.63316253840000003,0.084334345572996336
411,FL,1980,13,0.29586309400000005,0.049721976426773236
412,FL,1980,14,0.64611584199999994,0.091692614350047885
413,FL,1980,15,0.37040677599999999,0.05108771619780289
414,FL,1980,16,0.65830545174999999,0.06353884423362785
415,FL,1980,18,0.61220804675000007,0.15475862512393856
416,FL,1980,19,0.65305335120000008,0.05433737167996678
417,FL,1990,1,0.40023168033333328,0.13479141773981795
418,FL,1990,2,0.66596208074999996,0.072083274589979623
419,FL,1990,3,0.58234433720000001,0.021449089497309559
420,FL,1990,4,0.37509273850000002,0.081094244922637851
421,FL,1990,5,0.59075713050000001,0.049156261427773823
422,FL,1990,6,0.33729041650000002,0.012872065071595948
423,FL,1990,7,0.36213419250000001,0.070468481226097904
424,FL,1990,8,0.36846506275000002,0.083120364372635702
425,FL,1990,9,0.362046545,0.068808780080365117
426,FL,1990,10,0.3840644755,0.07090237547414123
427,FL,1990,11,0.57721893400000002,0.05486037932238879
428,FL,1990,12,0.41081233500000003,0.055883396582226699
429,FL,1990,13,0.37972014800000009,0.036284851111622649
430,FL,1990,15,0.43858486740000002,0.054229936489973797
431,FL,1990,16,0.38816528174999998,0.024635251053809717
432,FL,1990,18,0.33233267699999997,0.0
433,FL,1990,19,0.66586079025,0.036038867828128651
434,FL,1990,20,0.61695838199999997,0.030985159235610408
435,FL,1990,22,0.41569523925000001,0.059101247220717114
436,FL,1990,23,0.71696049499999992,0.057398204973691032
437,FL,2000,1,0.2753451475,0.037343428693807718
438,FL,2000,2,0.58502533550000002,0.10256959893697266
439,FL,2000,3,0.62162394399999998,0.040659856141890188
440,FL,2000,4,0.32536101750000002,0.031242973604253568
441,FL,2000,5,0.38948426920000001,0.065077398042769158
442,FL,2000,6,0.37367847575000002,0.026576874408290464
443,FL,2000,7,0.3657643505,0.040153373664071026
444,FL,2000,8,0.4265667487999999,0.066538540546241143
445,FL,2000,9,0.34506265474999998,0.074855740398517071
446,FL,2000,10,0.34534995574999999,0.035694421425932488
447,FL,2000,11,0.66983348099999995,0.064416913301913195
448,FL,2000,12,0.41242533833333334,0.055978381280073736
449,FL,2000,13,0.42254501799999999,0.070864112737522175
450,FL,2000,14,0.3145015565,0.032730062170851747
451,FL,2000,15,0.38928278019999996,0.046447562502815801
452,FL,2000,16,0.38986519875000003,0.087260823001407431
453,FL,2000,18,0.35129464220000001,0.051672597673209482
454,FL,2000,19,0.68550356599999995,0.051474626763340275
455,FL,2000,20,0.65703283700000004,0.063409308456584004
456,FL,2000,21,0.4131656065,0.011068514272860845
457,FL,2000,22,0.45382269380000001,0.080972855102043093
458,FL,2000,23,0.7960180716666666,0.023908832063074544
459,FL,2000,24,0.44684372324999999,0.091382312493813539
460,FL,2000,25,0.42196998024999999,0.050808135199908878
461,FL,2010,1,0.27977701366666669,0.029597251525956009
462,FL,2010,2,0.42872767866666672,0.10600087799680502
463,FL,2010,3,0.35964622966666665,0.04614597509116309
464,FL,2010,5,0.67546331700000006,0.047032376515310372
465,FL,2010,6,0.40554914999999997,0.0276703892621795
466,FL,2010,7,0.421134069,0.089821788728875335
467,FL,2010,8,0.35696864033333336,0.02787169119703118
468,FL,2010,9,0.585325019,0.035791942706010597
469,FL,2010,10,0.50527468100000006,0.13352603385605855
470,FL,2010,11,0.33816429799999997,0.015254391918366731
471,FL,2010,12,0.32786700800000002,0.01948109163496458
472,FL,2010,13,0.47166556199999998,0.066984728841829849
473,FL,2010,14,0.66018318549999999,0.05983895307721164
474,FL,2010,15,0.41128748649999997,0.01994105823216542
475,FL,2010,16,0.41677344433333335,0.041797188386141174
476,FL,2010,17,0.37927569966666663,0.030322195231992411
477,FL,2010,18,0.51542659666666657,0.07691478945083402
478,FL,2010,19,0.3479654333333333,0.016068025116078518
479,FL,2010,20,0.80957826200000005,0.0091332966559349443
480,FL,2010,22,0.57198575833333332,0.022723204338222548
481,FL,2010,23,0.61662290733333336,0.029471996651515859
482,FL,2010,26,0.49257261933333329,0.059104638229485508
483,FL,2010,27,0.41572525099999996,0.04997290782688403
484,GA,1970,3,0.88220290499999998,0.0072735421818039174
485,GA,1970,4,0.59565507740000001,0.21843091898471734
486,GA,1970,5,0.68138738480000005,0.091775642677977248
487,GA,1970,6,0.47425497700000002,0.051630327739418475
488,GA,1970,7,0.59658837939999998,0.075714130596755302
489,GA,1970,8,0.68906872733333324,0.061480924485144119
490,GA,1970,9,0.74720116700000005,0.047903005325952298
491,GA,1970,10,0.74292107350000003,0.083832882214095336
492,GA,1980,1,0.70970650150000003,0.076603186103034265
493,GA,1980,2,0.67356247400000002,0.080153650775196816
494,GA,1980,3,0.71833515699999995,0.091426873565449179
495,GA,1980,4,0.54377272580000002,0.083089273943767666
496,GA,1980,5,0.80679005925000002,0.087212253748588958
497,GA,1980,6,0.41362831479999995,0.069268291034991242
498,GA,1980,7,0.61523130420000005,0.043612877967249809
499,GA,1980,8,0.77571323050000007,0.12479716762427627
500,GA,1980,9,0.65785120649999995,0.088561260477939482
