committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052235911,23,SB23.242830,1157687,IND,INDIVIDUAL,,"GRIFFITH, PRESTON WELLS",VA,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-5463.57,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,ALEXANDRIA,22314,OTHER,,2018,SB,4042720171400536352,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052235911,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236101,23,SB23.242816,1157687,ORG,ORGANIZATION,,WAUKESHA COUNTY EXPOSITION CENTER,WI,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-5000.03,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,WAUKESHA,53188,OTHER,,2018,SB,4042720171400537490,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236101,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052235887,23,SB23.242806,1157687,ORG,ORGANIZATION,,DRAKE UNIVERSITY,IA,,,,VOIDED CHECK: SERVICES NOT RENDERED,,,2017-02-21 00:00:00,-5000.00,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,DES MOINES,50311,OTHER,,2018,SB,4042720171400536207,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052235887,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236101,23,SB23.242812,1157687,ORG,ORGANIZATION,,WASHINGTON COUNTY FAIR PARK,WI,,,,VOIDED CHECK: SERVICES NOT RENDERED,,,2017-02-21 00:00:00,-4585.90,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,WEST BEND,53095,OTHER,,2018,SB,4042720171400537488,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236101,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236023,23,SB23.242798,1157687,ORG,ORGANIZATION,,"RICHMOND INTERNATIONAL RACEWAY, INC",VA,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-4425.04,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,RICHMOND,23222,OTHER,,2018,SB,4042720171400537023,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236023,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052235849,23,SB23.242800,1157687,ORG,ORGANIZATION,,COUNTY OF SUMTER,SC,,,,VOIDED CHECK: SERVICES NOT RENDERED,,,2017-02-21 00:00:00,-4000.00,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,SUMTER,29150,OTHER,,2018,SB,4042720171400535978,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052235849,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236064,23,SB23.242834,1157687,ORG,ORGANIZATION,,THE UNIVERSITY OF NORTH CAROLINA WILMINGTON,NC,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-3899.75,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,WILMINGTON,28403,OTHER,,2018,SB,4042720171400537266,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236064,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236059,23,SB23.242777,1157687,ORG,ORGANIZATION,,SUN CENTER STUDIOS CORP,PA,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-3434.36,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,ASTON,19014,OTHER,,2018,SB,4042720171400537234,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236059,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236110,28A,SB28A.242852,1157687,IND,INDIVIDUAL,,"TREVORROW, THOMAS",PA,,,22Y,VOIDED CHECK: REFUND ISSUED IN ERROR,,,2017-03-31 00:00:00,-2600.00,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,INDIANA,15701,REFUNDS,,2018,SB,4042720171400537542,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236110,Refunds of Contributions to Individuals/Persons Other Than Political Committees
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236110,28A,SB28A.242850,1157687,IND,INDIVIDUAL,,"TREVORROW, KATHLEEN",PA,,,22Y,VOIDED CHECK: REFUND ISSUED IN ERROR,,,2017-03-31 00:00:00,-2452.51,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,INDIANA,15701,REFUNDS,,2018,SB,4042720171400537540,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236110,Refunds of Contributions to Individuals/Persons Other Than Political Committees
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052235916,23,SB23.242846,1157687,IND,INDIVIDUAL,,"HARRIS, W KIRK",VA,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-2350.00,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,HAYMARKET,20169,OTHER,,2018,SB,4042720171400536380,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052235916,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236094,23,SB23.242774,1157687,ORG,ORGANIZATION,,"USAERO, LLC",CO,,,,VOIDED CHECK: SERVICES NOT RENDERED,,,2017-03-06 00:00:00,-2335.82,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,ENGLEWOOD,80112,OTHER,,2018,SB,4042720171400537446,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236094,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052235842,23,SB23.242804,1157687,ORG,ORGANIZATION,,CENTURY II PERFORMING ARTS AND CONVENTION CENTER,KS,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-2215.00,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,WITCHITA,67202,OTHER,,2018,SB,4042720171400535938,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052235842,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052235844,23,SB23.242781,1157687,ORG,ORGANIZATION,,"CITY OF PENSACOLA, DEPARTMENT OF PARKS AND RECREATION",FL,,,,VOIDED CHECK: SERVICES NOT RENDERED,,,2017-02-21 00:00:00,-2069.38,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,PENSACOLA,32502,OTHER,,2018,SB,4042720171400535948,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052235844,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236013,23,SB23.242821,1157687,IND,INDIVIDUAL,,"PLANS, BARRY",FL,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-1904.92,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,COCOA BEACH,32931,OTHER,,2018,SB,4042720171400536960,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236013,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236095,23,SB23.242814,1157687,ORG,ORGANIZATION,,UW-LA CROSSE,WI,,,,VOIDED CHECK: SERVICES NOT RENDERED,,,2017-02-21 00:00:00,-1904.00,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,LA CROSSE,54601,OTHER,,2018,SB,4042720171400537451,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236095,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052235961,23,SB23.242796,1157687,ORG,ORGANIZATION,,HUGHIE'S EVENT PRODUCTION SERVICES,PA,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-1797.60,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,PITTSBURGH,15222,OTHER,,2018,SB,4042720171400536651,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052235961,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052235990,23,SB23.242823,1157687,IND,INDIVIDUAL,,"MONTANARO, ZACH",NH,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-1047.71,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,WINGHAM,03087,OTHER,,2018,SB,4042720171400536825,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052235990,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052235902,23,SB23.242827,1157687,ORG,ORGANIZATION,,FITZGERALD PETERBILT OF BRISTOL LLC,VA,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-1000.00,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,GLADE SPRING,24340,OTHER,,2018,SB,4042720171400536297,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052235902,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052235810,23,SB23.242836,1157687,ORG,ORGANIZATION,,ARROW SECURITY,IL,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-933.50,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,CHICAGO,60675,OTHER,,2018,SB,4042720171400535747,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052235810,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052235824,23,SB23.242810,1157687,ORG,ORGANIZATION,,BOB GOODBLATTE FOR CONGRESS COMMITTEE,VA,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-900.00,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,ROANOKE,24002,OTHER,,2018,SB,4042720171400535829,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052235824,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236067,23,SB23.242819,1157687,ORG,ORGANIZATION,,TRUMP ICE LLC,NY,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-828.26,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,NEW YORK,10022,OTHER,,2018,SB,4042720171400537287,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236067,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052235981,23,SB23.242848,1157687,ORG,ORGANIZATION,,"MANUFACTURING METHODS, LLC",NC,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-750.00,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,LELAND,28451,OTHER,,2018,SB,4042720171400536768,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052235981,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052235961,23,SB23.242802,1157687,ORG,ORGANIZATION,,IDAHO REPUBLICAN PARTY,ID,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-500.00,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,BOISE,83701,OTHER,,2018,SB,4042720171400536653,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052235961,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236064,23,SB23.242808,1157687,ORG,ORGANIZATION,,THE TRUMP CORPORATION,NY,,,,VOIDED CHECK: SERVICES NOT RENDERED,,,2017-02-21 00:00:00,-428.53,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,NEW YORK,10022,OTHER,,2018,SB,4042720171400537264,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236064,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052235903,23,SB23.242844,1157687,ORG,ORGANIZATION,,"FRED RICCI TOOL CO., INC",RI,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-393.75,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,JOHNSTON,02919,OTHER,,2018,SB,4042720171400536305,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052235903,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052235961,23,SB23.242795,1157687,ORG,ORGANIZATION,,HUGHIE'S EVENT PRODUCTION SERVICES,PA,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-313.20,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,PITTSBURGH,15222,OTHER,,2018,SB,4042720171400536649,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052235961,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236032,23,SB23.242825,1157687,IND,INDIVIDUAL,,"SLOMKOWSKI, ERICK",MI,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-256.05,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,CHERSTERFIELD,48047,OTHER,,2018,SB,4042720171400537074,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236032,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236066,23,SB23.242793,1157687,ORG,ORGANIZATION,,TIME WARNER CABLE BUSINESS CLASS,NY,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-17 00:00:00,-252.72,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,FLUSHING,11355,OTHER,,2018,SB,4042720171400537279,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236066,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052235925,23,SB23.242829,1157687,IND,INDIVIDUAL,,"HILL, THERESA M",FL,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-250.00,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,SARASOTA,34231,OTHER,,2018,SB,4042720171400536436,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052235925,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052235768,23,SB23.242818,1157687,ORG,ORGANIZATION,,ALLEGRA PRINT & IMAGING,OH,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-196.89,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,CAMBRIDGE,43725,OTHER,,2018,SB,4042720171400535494,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052235768,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236015,23,SB23.242842,1157687,ORG,ORGANIZATION,,PRINT NEW HAMPSHIRE,NH,,,,VOIDED CHECK: OVERPAYMENT,,,2017-02-21 00:00:00,-59.25,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,MANCHESTER,03102,OTHER,,2018,SB,4042720171400536972,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236015,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236009,23,SB23.239337,1157687,ORG,ORGANIZATION,,PIRYX,CA,,,,MERCHANT FEE,,,2017-03-01 00:00:00,0.42,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,SAN FRANCISCO,94105,OTHER,,2018,SB,4042720171400536938,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236009,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236012,23,SB23.239430,1157687,ORG,ORGANIZATION,,PIRYX,CA,,,,MERCHANT FEE,,,2017-03-29 00:00:00,0.42,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,SAN FRANCISCO,94105,OTHER,,2018,SB,4042720171400536954,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236012,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236008,23,SB23.239280,1157687,ORG,ORGANIZATION,,PIRYX,CA,,,,MERCHANT FEE,,,2017-02-16 00:00:00,1.05,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,SAN FRANCISCO,94105,OTHER,,2018,SB,4042720171400536934,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236008,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q1,201704149052236009,23,SB23.239358,1157687,ORG,ORGANIZATION,,PIRYX,CA,,,,MERCHANT FEE,,,2017-03-07 00:00:00,1.47,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-02 00:29:17.177814,,,,0.00,F3P,4041420171398577766,SAN FRANCISCO,94105,OTHER,,2018,SB,4042720171400536940,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052236009,Operating Expenditures
